BiGG	SEED
DAGK161	rxn08298
DAGK1801819Z	rxn34880
DAGK1801819Zh	rxn34880
DAGK181	rxn08300
DAGK18111Z160h	rxn34883
DAGK18111Z1819Z	rxn34884
DAGK18111Z1819Zh	rxn34884
DAGK1819Z160h	rxn34886
DAGK_OLE_PALM	rxn34886
DAGK1819Z1619Zh	rxn34887
DAGK_OLE_HDE	rxn34887
DAGK1819Z18111Z	rxn34888
DAGK1819Z18111Zh	rxn34888
DAGK1819Z1819Z	rxn34890
DAGK1819Z1819Zh	rxn34890
DAGK181_1	rxn34882
DALAOX	rxn04092
DALAOXx	rxn04092
DALAt2pp	rxn05494
DALAt2r	rxn05494
DALAt2rL	rxn05494
DAMPtex	rxn08303
EX_damp_e	rxn08303
DANNt2	rxn09689
DAPAT	rxn12741
DAPDA	rxn01972
DAPDC	rxn00313
DAPDC_h	rxn00313
DAPDH	rxn10484
DAPE	rxn01974
DAPEP_h	rxn01974
DAPAT_h	rxn07441
LDAPAT	rxn07441
DAPOP	rxn00840
r0280	rxn00840
DAPabc	rxn08304
DAPabcpp	rxn08304
DAPtex	rxn08305
EX_15dap_e	rxn08305
DARBt2rpp	rxn12574
DARGOp	rxn02091
DASCBH	rxn03275
DASCBH_cho	rxn03275
DASPO1p	rxn00263
DASYN120	rxn08306
DASYN160190	rxn10679
DASYN_HP	rxn10992
DACTPP	rxn01128
DATCY	rxn01128
DATPDPm	rxn09013
DATPDPn	rxn09013
NTPP5	rxn09013
DNDPt7m	rxn34494
DATPtm_cho	rxn12647
DATPtn	rxn12647
DM_datp_m	rxn12647
DM_datp_n	rxn12647
DATUP	rxn01129
DAUPP	rxn01129
DB4PS	rxn05040
DB4PS_h	rxn05040
DBRC	rxn35472
DBTS	rxn02277
DBTS_m	rxn02277
DCATDc	rxn08314
DCATDr	rxn08314
DCAtex	rxn08314
EX_dca_e	rxn08314
FA100tp	rxn08314
DCDPtn	rxn09819
DCIm	rxn02869
FAOXC121x	rxn02869
DCK2n	rxn36689
DCMPDA	rxn01217
DCMPtex	rxn08315
DCMPtm	rxn08315
DCMPtr	rxn08315
EX_dcmp_e	rxn08315
DCPDPP	rxn10786
DCPDPP2	rxn10681
DCPDPS	rxn39069
DCPE	rxn10787
DCPP	rxn01705
DCTCP	rxn01705
DCTPD	rxn01672
DCTPD2	rxn00407
DCTPDPm	rxn01222
DCTPDPn	rxn01222
NTPP3	rxn01222
DNDPt51m	rxn34495
DCTPtm_cho	rxn29329
DCTPtn	rxn29329
DM_dctp_m	rxn29329
DM_dctp_n	rxn29329
DCTUP	rxn01674
UDCTPP	rxn01674
DCYTD	rxn01800
DCYTDn	rxn01800
DCYTt	rxn08317
DCYTtex	rxn08317
DCYTtm	rxn08317
EX_dcyt_e	rxn08317
HMR_8476	rxn08317
DCYTt2	rxn05205
DCYTt2pp	rxn05205
DDCAt2pp	rxn30477
DDCAtexi	rxn08318
EX_ddca_e	rxn08318
FA120tp	rxn08318
r2444	rxn08318
DDGALK	rxn02429
DDMCITALOR	rxn11875
DDPA	rxn01332
DDPA_1	rxn01332
DDPAm	rxn01332
DPHS	rxn01332
DDSMSTOLR	rxn11682
DESAT18_9	rxn34624
DGC3D	rxn02842
DGDGD4DS1819Z1634Z7Z10Z	rxn34892
DGDGD4DS1829Z12Z1634Z7Z10Z	rxn34893
DGDGD4DS1839Z12Z15Z1634Z7Z10Z	rxn34894
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z	rxn34895
DGDGD7DS1819Z1617Z	rxn34896
DGDGD7DS1829Z12Z1617Z	rxn34897
DGDGW3DS1819Z1637Z10Z13Z	rxn34916
DGDGW3DS1829Z12Z1637Z10Z13Z	rxn34917
DGDGW3DS1839Z12Z15Z160	rxn34918
DGDGW3DS1839Z12Z15Z1627Z10Z	rxn34919
DGDGW3DS1839Z12Z15Z1634Z7Z10Z	rxn34920
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1	rxn34921
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2	rxn34922
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z	rxn34923
DGDGW6DS1819Z1627Z10Z	rxn34924
DGDGW6DS1829Z12Z160	rxn34925
DGDGW6DS1829Z12Z1617Z	rxn34926
DGDGW6DS1829Z12Z1619Z	rxn34927
DGDGW6DS1829Z12Z1627Z10Z1	rxn34928
DGDGW6DS1829Z12Z1627Z10Z2	rxn34929
DGDGW6DS1829Z12Z1634Z7Z10Z	rxn34930
DGDGW6DS1829Z12Z1637Z10Z13Z	rxn34931
DGDPter	rxn09818
DGDPtn	rxn09818
DGGPGP	rxn10487
DGGPGP2	rxn10488
DGSNt	rxn08324
DGSNtex	rxn08324
DGSNtm	rxn08324
EX_dgsn_e	rxn08324
DGSNt2	rxn08323
DGSNt2pp	rxn08323
CYTK11_1	rxn01510
DGTCY	rxn01510
DGTPtm	rxn34496
DNDPt62m	rxn34496
DGTPtm_cho	rxn12648
DGTPtn	rxn12648
DM_dgtp_m	rxn12648
DM_dgtp_n	rxn12648
EX_dgtp_e	rxn12648
DGTSD5DS1601835Z9Z12Z	rxn34932
DGTSD5DS18111Z1835Z9Z12Z	rxn34933
DGTSD5DS1819Z1835Z9Z12Z	rxn34934
DGTSD5DS1829Z12Z1835Z9Z12Z	rxn34935
DGTSDS1601829Z12Z	rxn34936
DGTSDS1601845Z9Z12Z15Z	rxn34937
DGTSDS18111Z1829Z12Z	rxn34938
DGTSDS18111Z1845Z9Z12Z15Z	rxn34939
DGTSDS1819Z1829Z12Z	rxn34940
DGTSDS1819Z1845Z9Z12Z15Z	rxn34941
DGTSDS1829Z12Z18111Z	rxn34942
DGTSDS1829Z12Z1819Z	rxn34943
DGTSDS1829Z12Z1829Z12Z1	rxn34944
DGTSDS1829Z12Z1829Z12Z2	rxn34945
DGTSDS1829Z12Z1835Z9Z12Z	rxn34946
DGTSDS1829Z12Z1845Z9Z12Z15Z1	rxn34947
DGTSDS1829Z12Z1845Z9Z12Z15Z2	rxn34948
DGTSDS1839Z12Z15Z18111Z	rxn34949
DGTSDS1839Z12Z15Z1819Z	rxn34950
DGTSDS1839Z12Z15Z1835Z9Z12Z	rxn34951
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z1	rxn34952
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z2	rxn34953
DGTUP	rxn01370
DGUPP	rxn01370
DH4MCHCDH	rxn03604
DHAAt1r	rxn33215
DHASCBt_u	rxn33215
DHDASCBtm	rxn33215
EX_dhdascb_e	rxn33215
DHAD1	rxn00898
DHAD1m	rxn00898
DHAD_3mob_h	rxn00898
DHAD2	rxn03437
DHAD2m	rxn03437
DHADh	rxn03437
DHAD3	rxn09889
DHAK	rxn00744
HMR_7755	rxn00744
DHAPT	rxn00745
DHAP_pi_thr	rxn34082
DHAPtm	rxn09771
DHAPtr	rxn09771
EX_dhap_e	rxn09771
r1428	rxn09771
DHAt	rxn05532
DHAtex	rxn05532
DHAtpp	rxn05532
EX_dha_e	rxn05532
DHBS	rxn01093
DHBSr	rxn01093
DHCR71r	rxn26888
RE2410C	rxn26888
DHDDH	rxn04822
DHDPBMTm	rxn22115
DHEASULT	rxn02445
DHFOR	rxn01601
r0512	rxn01601
FOLR2	rxn01602
FOLR2_1	rxn01602
r0514	rxn01602
DHFR	rxn00686
DHFRim	rxn00686
DHFR2i	rxn00684
DHFtl	rxn09770
DHFtm	rxn09770
EX_dhf_e	rxn09770
DHNAOT	rxn10093
DHNAOT2	rxn10846
DHNAOT4	rxn08333
DHNCOAT	rxn05023
DHORD2	rxn08335
DHORD9m	rxn08335
DHORD5	rxn08336
DHORD6	rxn01361
DHORD_NAD	rxn01361
DHORDfum	rxn13251
DHORDi	rxn01360
DHROm	rxn01360
DHORStm	rxn09817
DHORtm	rxn09817
DHORtn	rxn09817
DHORTS	rxn01465
DHORTSn	rxn01465
DHR	rxn01465
DHR_1	rxn01465
DHPACCOAHIT	rxn12772
DHPD	rxn01626
DHPM1	rxn01626
DHPM2	rxn02190
BKDC1	rxn02271
DHRT_2mbcoa	rxn02271
r0604	rxn02271
DHSKDH	rxn01188
DIAT	rxn09880
RE1238X	rxn09880
DICtm	rxn09767
SUCMALt	rxn09767
SUCMALtpp	rxn09767
DIDP	rxn40093
DIGALSIDEtg	rxn33599
DIGALSIDEtl	rxn33599
DIMPtex	rxn08342
EX_dimp_e	rxn08342
DINSK	rxn10055
DINSt2	rxn08343
DINSt2pp	rxn08343
DINStex	rxn08344
DINt	rxn08344
EX_din_e	rxn08344
DIPEPabc1	rxn05533
DIPEPabc10	rxn05534
DIPEPabc11	rxn05535
DIPEPabc12	rxn05536
DIPEPabc14	rxn05538
DIPEPabc2	rxn05540
DIPEPabc3	rxn05541
DIPEPabc4	rxn05542
DIPEPabc7	rxn05545
DIPEPabc8	rxn05546
DIPEPabc9	rxn05547
DJENKabc	rxn05548
DKFPR	rxn10493
DKFPS	rxn10494
DKGLCNR1	rxn08345
DKGLCNR2x	rxn08346
DKGLCNR2y	rxn08347
DLYSOXGAT	rxn12743
DLYSPYRAT	rxn12744
DMATT	rxn01213
DMATTx	rxn01213
GPPS_h	rxn01213
GPPSh	rxn01213
DMATT2	rxn10498
DMAt	rxn10497
DMBZIDS	rxn01272
DMCITALDM	rxn34680
DMORh	rxn02186
KARA1	rxn02186
KARA1im	rxn02186
DMPPS	rxn08352
DMPPS_syn	rxn04996
IDS2	rxn04996
DMPPth	rxn34362
DMQMT6m	rxn09575
DMSOR1	rxn08354
DMSOR1e	rxn08355
DMSOR1pp	rxn08355
DMSOR2	rxn08356
DMSOR2e	rxn08357
DMSOR2pp	rxn08357
DMSOtex	rxn08358
DMSOtpp	rxn08358
EX_dmso_e	rxn08358
DMSt	rxn08359
DMStex	rxn08359
EX_dms_e	rxn08359
DM_nadh	rxn12950
DNADDP	rxn02154
DNDPt1m	rxn34167
DNDPt42m	rxn34171
DNDPt47m	rxn34498
DNDPt55m	rxn34173
DNDPt58m	rxn34169
DNGALh	rxn00190
NADS2	rxn00190
DOGULND1	rxn03274
DOGULND2	rxn03111
DOGULNR	rxn01911
DOHDUS	rxn10501
DOPAMT	rxn02994
DOPAQNISO1	rxn11972
DOPASULT	rxn27002
DM_dopa_c	rxn08363
DOPAtex	rxn08363
DOPAtpp	rxn08363
DOPAtu	rxn08363
EX_dopa_e	rxn08363
DORNOp	rxn01778
DPCOAK	rxn00100
DPCOAK_1	rxn00100
DPCOAKc	rxn00100
DPCOAKm	rxn00100
DPCOAPP	rxn02176
DPCOAPPe	rxn02176
DPHAPC100	rxn12759
PHAPC100	rxn12759
DPHAPC120	rxn12760
PHAPC120	rxn12760
DPHAPC121	rxn12761
PHAPC121	rxn12761
DPHAPC140	rxn12762
PHAPC140	rxn12762
DPHAPC141	rxn12763
PHAPC141	rxn12763
DPHAPC60	rxn12764
PHAPC60	rxn12764
DPHAPC80	rxn12765
PHAPC80	rxn12765
DPHMBDCm	rxn25481
DPMVD2	rxn10503
DPR	rxn01790
DPRm	rxn01790
PNORn	rxn01790
DSBAO1	rxn08366
DSBAO2	rxn08367
DSBCGT	rxn08368
DSBCGT_1	rxn08368
DSBGGT	rxn08370
DSBGGT_1	rxn08370
DSERDHr	rxn08371
DSERt2	rxn05649
DSERt2pp	rxn05649
DSERtex	rxn08373
EX_ser__D_e	rxn08373
HMR_9191	rxn08373
DSMSTOLR	rxn01063
DSREDUCr	rxn01063
DTARTD	rxn15040
DTDPtn	rxn29338
EX_dtdp_e	rxn29338
DTMPK	rxn01513
DTMPKm	rxn01513
DTMPt6	rxn05679
DTMPtex	rxn08374
EX_dtmp_e	rxn08374
HMR_7724	rxn08374
r1117	rxn08374
DTPH	rxn01511
r0494	rxn01511
CDDTPP	rxn01515
DTTGY	rxn01515
DTTPDPm	rxn09014
DTTPDPn	rxn09014
NTPP7	rxn09014
DM_dttp_m	rxn09686
DM_dttp_n	rxn09686
DTTPt	rxn09686
DTTPtm_cho	rxn09686
DTTPtn	rxn09686
EX_dttp_e	rxn09686
DTTUP	rxn01516
DTUPP	rxn01516
DUDPtn	rxn29332
DUMPtex	rxn08375
DUMPtn	rxn08375
EX_dump_e	rxn08375
r0818	rxn08375
DURAD	rxn00720
DURAD2	rxn01028
DURADx	rxn00719
DURIK1	rxn01518
DURIK1_1	rxn01518
DURIK1m	rxn01518
DURIt	rxn08377
DURItex	rxn08377
DURItn	rxn08377
EX_duri_e	rxn08377
DURIt2	rxn08376
DURIt2pp	rxn08376
DUCYTP	rxn01706
DUTCP	rxn01706
DUTPDP	rxn01519
DUTPDP_1	rxn01519
DUTPDPm	rxn01519
DUTPDPn	rxn01519
DUTUP	rxn01679
DUUPP	rxn01679
D_LACt2	rxn08350
D_LACt2pp	rxn08350
D_LACtm	rxn08350
D_LACt2m	rxn13247
DM_lac__D_c	rxn08351
D_LACtc	rxn08351
D_LACtex	rxn08351
EX_lac__D_e	rxn08351
LACDt_c	rxn08351
LACDt_m	rxn08351
E4HGLUtm	rxn09766
E4HGLUtp	rxn09766
E4PD	rxn01331
E4Ptm	rxn09765
ECGISOr	rxn04561
ECHH_0	rxn10767
ECHH_10	rxn10507
ECH181_2E_m	rxn08413
ECOAH8	rxn08413
ECOAH8p	rxn08413
ECOAH9ir	rxn02934
ECOAH9m	rxn02934
ECOAR	rxn07575
RE0583N	rxn07575
EDD	rxn01477
EDD_m	rxn01477
EGMESTr	rxn04560
ENO	rxn00459
ENO_h	rxn00459
ENOf	rxn00459
ENOm	rxn00459
EPCTX	rxn02961
EPISTt	rxn12863
EX_epist_e	rxn12863
ERGSTt	rxn09646
ERGSTter	rxn09646
EX_ergst_e	rxn09646
ERGTETROLter	rxn09645
ESTSULT	rxn01690
ETHAAL	rxn00539
ETAK	rxn01071
ETHAK	rxn01071
ETHAPT1801819Z	rxn35161
ETHAPT18111Z1819Z	rxn35162
ETHAt	rxn08424
ETHAt_c	rxn08424
ETHAtex	rxn08424
EX_etha_e	rxn08424
SK_etha_c	rxn08424
ETHAt2pp	rxn05551
ETHAt6	rxn05551
ETHP	rxn04683
ETHSO3abcpp	rxn05552
ETHSabc	rxn05552
ETHSO3tex	rxn08426
EX_eths_e	rxn08426
EX_ethso3_e	rxn08426
ETOHMO	rxn26848
ETOHt	rxn08428
ETOHtex	rxn08428
ETOHth	rxn08428
ETOHtm	rxn08428
ETOHtrpp	rxn08428
ETOHtx	rxn08428
EX_etoh_e	rxn08428
ETOHt2r	rxn08427
ETOHt2rpp	rxn08427
ETOHt3	rxn05553
EX_h2o2_e	rxn08685
H2O2t	rxn08685
H2O2ter	rxn08685
H2O2tex	rxn08685
H2O2th	rxn08685
H2O2tly	rxn08685
H2O2tm	rxn08685
H2O2tn	rxn08685
H2O2tp	rxn08685
EX_h2o_e	rxn05319
H2Ot	rxn05319
H2Otcx	rxn05319
H2Oter	rxn05319
H2Otex	rxn05319
H2Otf	rxn05319
H2Otg	rxn05319
H2Oth	rxn05319
H2Othu	rxn05319
H2Otly	rxn05319
H2Otm	rxn05319
H2Otn	rxn05319
H2Otp	rxn05319
H2Otpp	rxn05319
H2Ots	rxn05319
H2Otu_syn	rxn05319
H2Otv	rxn05319
F430S2	rxn10509
F430S3	rxn10510
F430S4	rxn10511
F4NH	rxn10517
F6Pt6_2	rxn05554
F6Pt6_2pp	rxn05554
EX_myrsACP_e	rxn09762
FA140ACPtm	rxn09762
FA140COAabcp	rxn09853
EX_ttdca_e	rxn09331
FA140tp	rxn09331
FAC140t_c	rxn09331
TTDCAtexi	rxn09331
TTDCAtr	rxn09331
FA160ACPtm	rxn13157
FA160COAabcp	rxn09849
FA160COAabcp_1	rxn18904
EX_hdca_e	rxn08704
FA160h	rxn08704
FA160tp	rxn08704
HDCAt	rxn08704
HDCAter	rxn08704
HDCAtexi	rxn08704
HDCAts	rxn08704
SK_hdca_c	rxn08704
r0936	rxn08704
r0937	rxn08704
FA180COAabcp	rxn09845
EX_ocdca_e	rxn09034
FA180h	rxn09034
OCDCAt	rxn09034
OCDCAtexi	rxn09034
FA1819Zh	rxn34368
EX_hexc_e	rxn09841
FA260tp	rxn09841
HEXCt	rxn09841
EX_octa_e	rxn09036
FA80tp	rxn09036
OCTAt	rxn09036
OCTAtex	rxn09036
FACOAE100	rxn08439
PTE10x	rxn08439
FACOAE120	rxn08440
PTE11x	rxn08440
FACOAE140	rxn08441
PTE7x	rxn08441
FACOAE160	rxn00943
PTE2x	rxn00943
FACOAE180	rxn08444
PTE8x	rxn08444
RE0344M	rxn08444
FACOAE1836Z9Z12Z	rxn11716
CAPROICc	rxn08446
FACOAE60	rxn08446
HXCOAm	rxn08446
HXCOAx	rxn08446
FACOAE80	rxn08447
PTE9x	rxn08447
FACOAL100p	rxn09453
HMR_0180	rxn09453
FACOAL120p	rxn09452
HMR_0188	rxn09452
HMR_2942	rxn09452
FACOAL140	rxn05736
FACOAL140p	rxn05736
HMR_2944	rxn05736
FACOAL160	rxn00947
FACOAL160p	rxn00947
FACOAL_160_m	rxn00947
r0311	rxn00947
FACOAL161t2pp	rxn44174
FACOAL1831	rxn34755
r1260	rxn34755
FACOAL191	rxn46692
FAOXC15ATPx	rxn46692
FACOAL204	rxn01168
FACOAL_C204_x	rxn01168
r1262	rxn01168
FACOAL206	rxn02594
FAOXC16Brx	rxn02594
FACOAL240	rxn09446
FACOAL240_1	rxn09446
FACOAL_C240_x	rxn09446
HMR_2977	rxn09446
FACOAL241	rxn19246
HMR_2978	rxn19246
FACOAL80	rxn09444
FACOAL80p	rxn09444
FACOALPHDCA	rxn10709
FACOALPREPH	rxn10688
FAH1	rxn21636
FAH3	rxn16289
FAH3_1	rxn16289
FAOXC16OHC16r	rxn16289
FAH4	rxn10747
FALDH	rxn09567
DM_fald_c	rxn08461
DM_fald_m	rxn08461
EX_fald_e	rxn08461
FALDtex	rxn08461
FALDtly	rxn08461
FALDtm	rxn08461
FALDtpp	rxn08461
HMR_3867	rxn08461
r1421	rxn08461
FAO240p	rxn09463
FAO80p	rxn09462
FAS100	rxn09443
FAS100COA	rxn09441
FAS120	rxn09440
FAS120COA	rxn09438
FAS140	rxn09437
FAS140COA	rxn09435
FAS160	rxn09433
FAS160COA	rxn09431
FAS180	rxn09429
FAS180COA	rxn09427
FAS200	rxn10647
FAS80COA_L	rxn09421
FAS80_L	rxn09420
FASm1601	rxn10683
FASm180	rxn10682
FASm1801	rxn10735
FASm2001	rxn10754
FASm2002	rxn10689
FASm220	rxn10705
FASm2201	rxn10766
FASm2202	rxn10722
FASm240	rxn10725
FASm2401	rxn10717
FASm260	rxn10715
FASm2601	rxn10702
FASm280	rxn10738
FASm2801	rxn10746
FASm2802	rxn10755
FASm300	rxn10733
FASm3001	rxn10728
FASm320	rxn10731
FASm340	rxn10750
FBA2	rxn01870
FPGPL	rxn01870
FBPO	rxn10520
FCOAH	rxn00372
FCOAH2	rxn00372
FCOAHA	rxn12677
FDH	rxn00371
FDH2	rxn10114
FDH3	rxn10115
FDH4pp	rxn30480
FDH4pp_1	rxn08465
FDH5pp	rxn30481
FDH5pp_1	rxn08466
FE2DMT1	rxn08473
FE2t2pp	rxn08473
FE2tm	rxn08473
FE2GTPabc	rxn34423
FE2Gabcpp	rxn34423
FE2TFENR	rxn35393
FE2abc	rxn05555
FE2abcpp	rxn05555
EX_fe2_e	rxn08475
FE2t	rxn08475
FE2tex	rxn08475
FE2th	rxn08475
FE2tpp	rxn08475
FE2utm	rxn08475
FEtm	rxn08475
FE2t3pp	rxn08474
FE3DCITabc	rxn08478
FE3DCITabcpp	rxn08478
FE3HOXUtex	rxn08489
EX_fe3_e	rxn05292
FE3t	rxn05292
FE3tex	rxn05292
SK_fe3_c	rxn05292
FE3abc	rxn05195
FE3abcpp	rxn05195
FE3abch	rxn34370
EX_fecost_e	rxn12862
FECOSTt	rxn12862
FECRMUtpp	rxn08500
FEDCabc	rxn05557
FEOXAMUtpp	rxn08516
FERO	rxn00056
FEROc	rxn00056
FEROpp	rxn00056
r0016	rxn00056
FEROt	rxn34424
FERULCOAS	rxn01571
EX_fer_e	rxn12795
FERtex	rxn12795
FERtpp	rxn12795
FETRANS	rxn10798
FGFT	rxn03005
FGFT_1	rxn03005
FGFTh	rxn03005
FGFTm	rxn03005
FGLU	rxn01639
FGLU_1	rxn01639
FHL	rxn08518
FNOR	rxn14159
FNOR2_h	rxn14159
FNOR_1	rxn14159
FRNDPR_m	rxn14159
EX_frmd_e	rxn13708
FOAMtex	rxn13708
FOAMtrpp	rxn13708
FOLt	rxn05255
FORA	rxn00374
FORAMD	rxn00374
FORAMDx	rxn00374
FORCT	rxn05044
FORMCOAL	rxn10804
EX_for_e	rxn08525
FORt	rxn08525
FORt_c	rxn08525
FORtex	rxn08525
FORtm	rxn08525
FORtppi	rxn08525
FORtr	rxn08525
FORtrn	rxn08525
SK_for_c	rxn08525
FORt2	rxn05559
FORt2pp	rxn05559
FORthi	rxn05559
FORtmi	rxn05559
FORtxi	rxn05559
FORt3	rxn10860
FPGFTh	rxn03004
FPGFTm	rxn03004
GARFT	rxn03004
FPPS_h	rxn01466
FPPSh	rxn01466
GRTT	rxn01466
GRTTx	rxn01466
FRD2	rxn08527
FRD3	rxn08528
FRD7	rxn09272
SUCDH_q8_m	rxn09272
SUCDi	rxn09272
FNRR2	rxn05937
FPRA	rxn05937
FRDO	rxn05937
FRDPtc	rxn13290
FRDPtcr	rxn13290
FRDPth	rxn13290
FRDPtm	rxn13290
FRDPtr	rxn13290
FRTT2	rxn10523
FRULYSDG	rxn08530
FRULYSE	rxn08531
FRULYSK	rxn08532
FRULYSt2pp	rxn08533
EX_frulys_e	rxn08534
FRULYStex	rxn08534
EX_fruur_e	rxn08539
FRUURtex	rxn08539
FRUabc	rxn18364
FT	rxn03843
FTHFD	rxn00691
FTHFDH	rxn00688
FTHFLi	rxn00690
FTHFLmi	rxn00690
EX_fuc__L_e	rxn08540
FUC_L_Et	rxn08540
FUCtex	rxn08540
FUCtly	rxn08540
FUM	rxn00799
FUMg	rxn00799
FUMm	rxn00799
FUMAC	rxn00993
FUMt2_3	rxn08543
FUMt2_3pp	rxn08543
FUMt2r	rxn05561
FUMtpp	rxn05561
FUMt3	rxn10901
G1PDH	rxn15545
G1SAT	rxn01629
G1SAT_1	rxn01629
G1SAT_h	rxn01629
G2PP	rxn00766
G2PPpp	rxn00766
G3PCabcpp	rxn08553
EX_g3pc_e	rxn08554
G3PCt	rxn08554
G3PCtex	rxn08554
G3PD1	rxn00611
G3PD1ir	rxn00611
G3PD1irm	rxn00611
r0202	rxn00611
G3PD2	rxn00612
G3PD2_1	rxn00612
G3PD5	rxn08556
G3PD6	rxn08557
G3PD7	rxn08558
G3PGabcpp	rxn08561
EX_g3pg_e	rxn08562
G3PGtex	rxn08562
G3PIabcpp	rxn08563
EX_g3pi_e	rxn08564
G3PIt	rxn08564
G3PItex	rxn08564
G3PO	rxn00614
G3PT	rxn00610
G5DHx	rxn02373
G5SD	rxn02373
G5SDym	rxn02373
G5SD2	rxn09412
G6MT1	rxn35341
G6MT2	rxn35342
G6PBDH	rxn01975
G6PBDHh	rxn01975
G6PDHg	rxn01975
G6PB_pi_th	rxn29095
G6PI	rxn01977
HMR_7748	rxn01977
G6Pt6_2	rxn05563
G6Pt6_2pp	rxn05563
G6Pt6er	rxn34080
EX_g6p_e	rxn08570
G6Pter	rxn08570
G6Ptex	rxn08570
GACMTRc	rxn01373
EX_gal1p_e	rxn08572
GAL1Ptex	rxn08572
DM_galam_c	rxn29469
EX_galam_e	rxn29469
GALAMtex	rxn29469
GALAMtr	rxn29469
EX_gal_bD_e	rxn08574
GALBDtex	rxn08574
GALCTND	rxn02173
GALCTNLt2pp	rxn08576
EX_galctn__L_e	rxn08577
GALCTNLtex	rxn08577
EX_galctn__D_e	rxn08579
GALCTNtex	rxn08579
GALFT	rxn10687
